Load_Time,Gen_Time,Total_Time
0.13717203913256526,0.005141507368534803,0.14231354650110006
0.1424000901170075,0.008673773612827063,0.15107386372983456
0.1326696709729731,0.003519556950777769,0.13618922792375088
0.14168989611789584,0.008725051302462816,0.15041494742035866
0.13890178315341473,0.0050229341723024845,0.1439247173257172
0.14548843260854483,0.010043212212622166,0.155531644821167
0.13724558893591166,0.008731011766940355,0.145976600702852
0.14554373873397708,0.010018466971814632,0.1555622057057917
0.1399551290087402,0.008577464148402214,0.1485325931571424
0.1334196557290852,0.0051559219136834145,0.13857557764276862
0.13399454671889544,0.0035414989106357098,0.13753604562953115
0.16133217280730605,0.013099667150527239,0.1744318399578333
0.13236956670880318,0.003642978146672249,0.13601254485547543
0.13758776802569628,0.005082837305963039,0.14267060533165932
0.13323303498327732,0.0035448409616947174,0.13677787594497204
0.15483773220330477,0.009909322019666433,0.1647470542229712
0.13876054901629686,0.0052205827087163925,0.14398113172501326
0.13328731898218393,0.0034525650553405285,0.13673988403752446
0.1384737710468471,0.004838535096496344,0.14331230614334345
0.13218629267066717,0.004948042798787355,0.13713433546945453
0.1618641559034586,0.012617828324437141,0.17448198422789574
0.140811197925359,0.004938196856528521,0.14574939478188753
0.13879430200904608,0.009281740989536047,0.14807604299858212
0.16059969505295157,0.012222371995449066,0.17282206704840064
0.1476190760731697,0.00995715707540512,0.15757623314857483
0.15864472510293126,0.01299029728397727,0.17163502238690853
0.1384080471470952,0.004960484802722931,0.14336853194981813
0.13652098923921585,0.005026509985327721,0.14154749922454357
0.1355770449154079,0.003548671957105398,0.1391257168725133
0.14339064480736852,0.0035450253635644913,0.146935670170933
0.13890264462679625,0.008700240403413773,0.14760288503021002
0.14588961703702807,0.010535729117691517,0.1564253461547196
0.12917422223836184,0.004420281853526831,0.13359450409188867
0.1428008978255093,0.009667095262557268,0.15246799308806658
0.13379084272310138,0.0058249738067388535,0.13961581652984023
0.13989140093326569,0.004863402806222439,0.14475480373948812
0.1469757598824799,0.010434353724122047,0.15741011360660195
0.13807274820283055,0.008724166080355644,0.1467969142831862
0.13745731115341187,0.005053695756942034,0.1425110069103539
0.1370827122591436,0.0049299621023237705,0.14201267436146736
0.1293396600522101,0.0036812899634242058,0.1330209500156343
0.14736072020605206,0.01066599739715457,0.15802671760320663
0.1366877700202167,0.005302472040057182,0.14199024206027389
0.12922587618231773,0.003256052266806364,0.1324819284491241
0.13041338324546814,0.0037650521844625473,0.1341784354299307
0.15501389186829329,0.009948492050170898,0.16496238391846418
0.15968293510377407,0.012426902074366808,0.17210983717814088
0.14386443188413978,0.0048826998099684715,0.14874713169410825
0.13858018908649683,0.008785075973719358,0.1473652650602162
0.14547714591026306,0.010096525773406029,0.1555736716836691
0.14430100517347455,0.010704560205340385,0.15500556537881494
0.13679191330447793,0.00870817806571722,0.14550009137019515
0.13579124864190817,0.0047145746648311615,0.14050582330673933
0.13617873471230268,0.004794832784682512,0.1409735674969852
0.16247416893020272,0.0127291907556355,0.17520335968583822
0.13329243194311857,0.005254691932350397,0.13854712387546897
0.14341278094798326,0.004876913968473673,0.14828969491645694
0.14744893088936806,0.01021992415189743,0.1576688550412655
0.13381282519549131,0.004855756182223558,0.13866858137771487
0.13762785773724318,0.009176238905638456,0.14680409664288163
0.15909131802618504,0.012655990198254585,0.17174730822443962
0.14221404725685716,0.010091278236359358,0.15230532549321651
0.137680159881711,0.0049973162822425365,0.14267747616395354
0.1386052486486733,0.008855781052261591,0.1474610297009349
0.14366024592891335,0.01046806713566184,0.1541283130645752
0.14776642201468349,0.010043400339782238,0.15780982235446572
0.1421336024068296,0.005021770019084215,0.1471553724259138
0.12895916076377034,0.0036707972176373005,0.13262995798140764
0.1296859486028552,0.0034164339303970337,0.13310238253325224
0.1290694698691368,0.0033691730350255966,0.1324386429041624
0.14322292804718018,0.010352165903896093,0.15357509395107627
0.13502603024244308,0.0054676728323102,0.14049370307475328
0.13165852474048734,0.0036944779567420483,0.13535300269722939
0.13770055305212736,0.00501678604632616,0.14271733909845352
0.13896075123921037,0.005168361123651266,0.14412911236286163
0.1443416909314692,0.008651374373584986,0.1529930653050542
0.13320319075137377,0.00501905707642436,0.13822224782779813
0.13777731638401747,0.005224359221756458,0.14300167560577393
0.1580541799776256,0.012804420199245214,0.17085860017687082
0.14419801393523812,0.0099667739123106,0.15416478784754872
0.13390140794217587,0.0036955890245735645,0.13759699696674943
0.1288894210010767,0.0034476988948881626,0.13233711989596486
0.1479527521878481,0.009849342983216047,0.15780209517106414
0.15918898908421397,0.012971891090273857,0.17216088017448783
0.12642543157562613,0.0032639200799167156,0.12968935165554285
0.1336047570221126,0.004770520143210888,0.1383752771653235
0.17162907682359219,0.012814885936677456,0.18444396276026964
0.13420952763408422,0.003709802869707346,0.13791933050379157
0.14528244035318494,0.01007319800555706,0.155355638358742
0.13760326290503144,0.008867826778441668,0.1464710896834731
0.14052628120407462,0.00907211285084486,0.14959839405491948
0.1391005339100957,0.008331466000527143,0.14743199991062284
0.13312585791572928,0.004942032042890787,0.13806788995862007
0.14640155620872974,0.009954292792826891,0.15635584900155663
0.13709409860894084,0.004883837886154652,0.1419779364950955
0.137074860278517,0.004904998000711203,0.1419798582792282
0.1352630341425538,0.004700982011854649,0.13996401615440845
0.13772729830816388,0.008902040775865316,0.1466293390840292
0.13650319399312139,0.005184852983802557,0.14168804697692394
0.13736201589927077,0.0049597881734371185,0.1423218040727079
0.14587902231141925,0.009862891864031553,0.1557419141754508
0.14662523008883,0.010598286055028439,0.15722351614385843
0.1343930889852345,0.004714181646704674,0.13910727063193917
0.14498825976625085,0.007857427932322025,0.15284568769857287
0.13729892577975988,0.004962833132594824,0.1422617589123547
0.13730414910241961,0.005054816137999296,0.1423589652404189
0.18274317728355527,0.012693264055997133,0.1954364413395524
0.14312107907608151,0.009941335767507553,0.15306241484358907
0.13274255488067865,0.005013934802263975,0.13775648968294263
0.1471081399358809,0.009080254938453436,0.15618839487433434
0.12679270980879664,0.0033031608909368515,0.1300958706997335
0.13674996607005596,0.005006503779441118,0.14175646984949708
0.13638337375596166,0.008948495611548424,0.14533186936751008
0.13370258873328567,0.004761990625411272,0.13846457935869694
0.1293509630486369,0.0034040408208966255,0.13275500386953354
0.1483249431475997,0.010405609849840403,0.1587305529974401
0.13628845987841487,0.004967454820871353,0.14125591469928622
0.12890430819243193,0.0033850078471004963,0.13228931603953242
0.1458263536915183,0.010340581648051739,0.15616693533957005
0.15924784215167165,0.013233101926743984,0.17248094407841563
0.13584950705990195,0.004989359062165022,0.14083886612206697
0.13613382494077086,0.004984054248780012,0.14111787918955088
0.13681074511259794,0.004830951802432537,0.14164169691503048
0.1326903779990971,0.003521143924444914,0.13621152192354202
0.14630705025047064,0.009924542158842087,0.15623159240931273
0.15895299380645156,0.012256382964551449,0.171209376771003
0.14024837780743837,0.007912504952400923,0.1481608827598393
0.13509190594777465,0.0048925308510661125,0.13998443679884076
0.13835875829681754,0.0050521171651780605,0.1434108754619956
0.14105463400483131,0.004897660110145807,0.14595229411497712
