Num_Events
35
91
32
91
43
91
91
91
91
69
35
378
52
43
32
91
43
36
43
52
376
43
91
374
91
378
43
46
32
32
91
91
62
91
60
38
91
91
43
43
62
91
46
35
52
91
374
43
91
91
91
91
60
43
374
43
46
91
43
91
374
91
46
91
91
91
43
35
62
62
91
44
52
43
43
91
52
43
374
91
52
62
91
374
8
60
376
52
91
91
91
91
72
91
43
43
63
91
46
46
91
91
60
180
43
46
374
91
52
91
8
43
91
62
35
91
46
35
91
376
43
43
43
32
91
374
165
43
46
43
91
43
43
74
91
43
46
32
116
46
46
46
52
35
46
91
32
60
43
374
374
43
43
91
374
43
91
374
32
192
43
8
69
43
43
91
69
43
62
35
62
162
35
62
52
91
91
91
8
43
91
35
91
52
91
43
52
35
374
52
43
62
91
32
91
91
376
91
43
43
54
43
43
46
91
32
35
35
32
91
35
46
91
43
43
43
52
91
374
46
91
32
8
46
91
35
88
91
91
35
91
32
62
91
91
43
46
91
374
52
91
43
91
91
374
91
91
43
374
43
91
91
91
35
91
91
91
91
91
374
52
46
93
52
52
70
43
35
52
52
43
37
91
46
378
91
43
35
43
8
32
43
91
91
62
35
374
374
8
65
32
46
43
91
62
19
60
46
43
91
120
46
91
91
32
374
91
32
374
32
91
43
60
46
91
374
62
43
62
46
91
43
46
91
196
52
62
91
91
46
91
374
32
35
91
28
91
52
122
54
374
374
43
43
32
43
43
91
60
91
376
86
91
43
46
46
91
46
62
179
32
374
46
43
46
91
91
28
91
91
32
52
46
374
54
52
91
91
43
91
62
52
374
52
91
43
91
91
43
60
91
60
62
46
46
376
43
62
46
91
52
374
374
52
376
374
125
35
91
60
91
91
98
91
91
8
43
60
62
32
43
35
91
91
8
91
43
91
43
91
91
91
91
60
376
374
32
32
91
8
34
95
376
46
62
91
91
62
200
43
62
43
91
43
32
35
35
62
91
43
32
46
46
32
91
91
91
91
43
91
374
46
374
91
35
60
54
35
43
91
374
58
62
208
46
43
52
374
60
43
43
91
91
91
91
91
8
43
43
43
376
43
46
86
374
43
43
43
46
62
91
374
91
374
43
91
43
46
59
43
374
43
95
91
91
46
46
91
43
32
52
378
101
91
91
46
91
52
8
23
32
91
91
61
60
43
374
8
36
91
91
43
91
91
374
91
52
91
101
91
91
32
374
35
91
47
91
374
32
43
43
43
41
8
62
91
378
60
91
35
18
46
91
61
91
60
91
52
91
374
91
374
43
43
46
91
62
52
91
62
43
91
91
13
178
374
91
91
91
46
91
43
35
378
91
91
46
34
91
195
91
32
35
128
374
43
91
35
91
60
91
374
62
43
43
91
43
46
32
32
46
62
91
91
54
91
91
91
91
54
91
91
35
43
46
91
35
69
374
43
91
46
91
46
91
62
91
91
374
43
46
43
91
52
376
35
91
8
91
46
91
378
60
91
91
91
35
8
52
43
91
91
62
46
43
91
91
52
374
91
91
91
43
35
43
62
91
91
32
43
91
91
91
52
54
69
62
374
91
32
43
91
91
91
72
43
60
163
91
46
374
43
46
116
97
91
91
43
43
376
374
60
91
43
32
32
91
46
91
54
43
52
91
91
91
91
91
97
91
91
43
32
91
62
374
43
374
46
43
32
91
35
43
43
43
91
91
43
35
43
91
46
91
91
57
43
43
8
91
35
374
91
35
43
91
91
32
376
91
43
43
91
91
35
374
43
184
46
43
91
43
60
133
374
35
91
374
43
43
91
91
91
374
62
91
91
83
52
37
43
91
35
60
43
62
374
374
35
52
91
37
46
91
43
43
91
91
43
46
62
43
374
35
43
43
43
91
91
91
91
376
91
374
44
43
376
91
91
35
91
101
32
91
374
374
62
91
54
46
118
52
46
62
35
91
43
91
91
73
46
91
91
91
43
52
43
374
43
91
43
91
87
43
62
35
43
91
126
91
91
91
91
91
52
60
91
91
374
91
91
374
46
91
43
35
43
91
91
91
91
54
91
374
43
91
46
91
119
374
374
91
37
8
128
91
32
43
91
91
91
43
91
32
91
46
374
8
43
91
62
91
91
91
91
43
46
62
374
32
374
374
32
32
43
91
91
43
91
46
91
35
43
62
91
32
32
62
46
52
43
62
46
91
91
91
73
43
43
91
91
46
374
63
37
43
91
35
