Num_Tasks
3
7
3
7
3
7
7
7
7
4
2
22
3
3
3
7
3
2
3
3
22
3
7
22
7
22
3
3
3
3
7
7
2
7
4
3
7
7
3
3
2
7
3
2
3
7
22
3
7
7
7
7
4
3
22
3
3
7
3
7
22
7
3
7
7
7
3
2
2
2
7
3
3
3
3
7
3
3
22
7
3
2
7
22
2
4
22
3
7
7
7
7
5
7
3
3
4
7
3
3
7
7
4
14
3
3
22
7
3
7
2
3
7
4
2
7
3
2
7
22
3
3
3
3
7
22
11
3
3
3
7
3
3
6
7
3
3
3
9
3
3
3
3
2
3
7
3
4
3
22
22
3
3
7
22
3
7
22
3
12
3
2
4
3
3
7
4
3
2
2
2
9
2
2
3
7
7
7
2
3
7
2
7
3
7
3
3
2
22
3
3
2
7
3
7
7
22
7
3
3
4
3
3
3
7
3
2
2
3
7
2
3
7
3
3
3
3
7
22
3
7
3
2
3
7
2
6
7
7
2
7
3
2
7
7
3
3
7
22
3
7
3
7
7
22
7
7
3
22
3
7
7
7
2
7
7
7
7
7
22
3
3
6
3
3
4
3
2
3
3
3
3
7
3
22
7
3
2
3
2
3
3
7
7
2
2
22
22
2
6
3
3
3
7
2
2
4
3
3
7
9
3
7
7
3
22
7
3
22
3
7
3
4
3
7
22
2
3
2
3
7
3
3
7
13
3
2
7
7
3
7
22
3
2
7
3
7
3
9
4
22
22
3
3
3
3
3
7
4
7
22
7
7
3
3
3
7
3
2
12
3
22
3
3
3
7
7
2
7
7
3
3
3
22
4
3
7
7
3
7
2
3
22
3
7
3
7
7
3
4
7
4
2
3
3
22
3
2
3
7
3
22
22
3
22
23
9
2
7
4
7
7
6
7
7
2
3
4
2
3
3
2
7
7
2
7
3
7
3
7
7
7
7
4
22
22
3
3
7
2
3
6
22
3
2
7
7
2
13
3
2
3
7
3
3
2
2
2
7
3
3
3
3
3
7
7
7
7
3
7
22
3
22
7
2
4
4
2
3
7
22
6
2
13
3
3
3
22
4
3
3
7
7
7
7
7
2
3
3
3
22
3
3
9
22
3
3
3
3
2
7
22
7
22
3
7
3
3
4
3
22
3
6
7
7
3
3
7
3
3
3
22
8
7
7
3
7
3
2
3
3
7
7
4
4
3
22
2
3
7
7
3
7
7
22
7
3
7
8
7
7
3
22
2
7
4
7
22
3
3
3
3
3
2
2
7
22
4
7
2
2
3
7
4
7
4
7
3
7
22
7
22
3
3
3
7
2
3
7
2
3
7
7
2
12
22
7
7
7
3
7
3
2
22
7
7
3
3
7
13
7
3
2
9
22
3
7
2
7
4
7
22
2
3
3
7
3
3
3
3
3
2
7
7
4
7
7
7
7
4
7
7
2
3
3
7
2
4
22
3
7
3
7
3
7
2
7
7
22
3
3
3
7
3
22
2
7
2
7
3
7
22
4
7
7
7
2
2
3
3
7
7
2
3
3
7
7
3
22
7
7
7
3
2
3
2
7
7
3
3
7
7
7
3
4
4
2
23
7
3
3
7
7
7
4
3
4
11
7
3
22
3
3
9
6
7
7
3
3
22
22
4
7
3
3
3
7
3
7
4
3
3
7
7
7
7
7
6
7
7
3
3
7
2
22
3
22
3
3
3
7
2
3
3
3
7
7
3
2
3
7
3
7
7
4
3
3
2
7
2
23
7
2
3
7
7
3
22
7
3
3
7
7
2
22
3
12
3
3
7
3
4
12
22
2
7
22
3
3
7
7
7
22
2
7
7
6
3
3
3
7
2
4
3
2
22
22
2
3
7
3
3
7
3
3
7
7
3
3
2
3
22
2
3
3
3
7
7
7
7
22
7
22
3
3
22
7
7
2
7
8
3
7
22
22
2
7
4
3
8
3
3
2
2
7
3
7
7
6
3
7
7
7
3
3
3
22
3
7
3
7
7
3
2
2
3
7
9
7
7
7
7
7
3
4
7
7
22
7
7
22
3
7
3
2
3
7
7
7
7
4
7
22
3
7
3
7
8
22
22
7
3
2
9
7
3
3
7
7
7
3
7
3
7
3
22
2
3
7
2
7
7
7
7
3
3
2
22
3
22
22
3
3
3
7
7
3
7
3
7
2
3
2
7
3
3
2
3
3
3
2
3
7
7
7
6
3
3
7
7
3
22
4
3
3
7
2
3
7
7
3
3
7
3
4
7
8
3
7
7
7
7
3
22
7
3
22
3
3
7
